from	to	from.marker	to.marker	width	from.bp	to.bp	chromosome	logP
10101	10120	JAX00654805	JAX00654860	20	132477787	132612080	chr7	6.06308163210895
10121	10140	JAX00654864	JAX00654925	20	132612922	132834645	chr7	5.98394110184137
10141	10160	UNC13796596	UNC13798093	20	132837439	133012439	chr7	5.97943896750094
10161	10180	JAX00654969	UNC13799968	20	133016904	133187483	chr7	5.97599403137381
10181	10200	UNC13799979	UNC13800176	20	133189060	133204601	chr7	5.97391459107316
10201	10220	UNC13800177	JAX00156790	20	133204912	133376335	chr7	5.97278439576421
10221	10240	JAX00655049	JAX00655089	20	133376458	133654257	chr7	6.13128437639878
10241	10260	UNC070561144	backupUNC070561277	20	133663859	133884526	chr7	6.34748328889113
10261	10280	UNC13806423	JAX00655186	20	133892082	134088907	chr7	6.08353812156328
10281	10300	JAX00156844	UNC13809062	20	134091761	134247488	chr7	6.10939834053771
10301	10320	UNC13809757	JAX00655261	20	134294237	134429071	chr7	6.163746964508
10321	10340	JAX00655262	JAX00655310	20	134429402	134596070	chr7	5.56031212701154
10341	10360	JAX00156884	JAX00655335	20	134613035	134806272	chr7	5.55046822801067
10361	10380	UNC070441554	JAX00655374	20	134807800	135012397	chr7	5.42532408288349
10381	10400	JAX00156914	UNC13817511	20	135013790	135153012	chr7	5.437948467223
10401	10420	UNC13817759	JAX00655444	20	135167881	135340316	chr7	5.43981314739692
10421	10440	JAX00156939	UNC13822405	20	135340770	135516594	chr7	5.44572536968467
10441	10460	JAX00655487	JAX00655527	20	135533406	135724234	chr7	5.45398467861593
10461	10480	JAX00655528	JAX00655578	20	135725613	135987587	chr7	5.46292962305825
10481	10500	JAX00156987	JAX00655611	20	135992309	136113441	chr7	5.42543816528155
10501	10520	UNC13830243	JAX00655662	20	136123822	136326661	chr7	5.42638252542796
10521	10540	JAX00655663	JAX00655694	20	136345193	136490050	chr7	5.42721504894442
10541	10560	UNC13837035	JAX00157039	20	136501353	136689027	chr7	5.45398587196615
10561	10580	JAX00157040	JAX00157053	20	136700467	136856226	chr7	5.45625066169134
10581	10600	JAX00655774	JAX00157064	20	136865316	137000650	chr7	5.4569653316629
10601	10620	JAX00655820	JAX00157074	20	137002020	137136040	chr7	5.62483878593809
10621	10640	UNC13847859	UNC13851425	20	137136292	137356686	chr7	5.61395561803689
10641	10660	JAX00655903	JAX00233384	20	137373367	137519592	chr7	5.612492772119
10661	10680	JAX00233385	JAX00655976	20	137519646	137709790	chr7	5.56949034972373
10681	10700	JAX00655978	JAX00656016	20	137721198	137863570	chr7	5.91796200689529
10701	10720	UNC13859243	JAX00157144	20	137877493	138091182	chr7	5.96399336641819
10721	10740	UNC13862315	JAX00656085	20	138095840	138276615	chr7	5.90212509486395
10741	10760	UNC13864395	UNC070706211	20	138280985	138454764	chr7	6.06874357612374
10761	10780	JAX00157172	UNC13868985	20	138455060	138651938	chr7	6.15980974169543
10781	10800	JAX00656133	UNC13870986	20	138667044	138853499	chr7	6.14291919864803
10801	10820	JAX00157203	JAX00656215	20	138860617	139007251	chr7	6.03811016531338
10821	10840	JAX00656216	JAX00157224	20	139007387	139143417	chr7	5.98715794395925
10841	10860	UNC13875285	JAX00656297	20	139164219	139355596	chr7	5.92678993243566
10861	10880	JAX00157240	UNC13882281	20	139362951	139601037	chr7	5.90891584540411
10881	10900	JAX00656340	JAX00656397	20	139626680	139861279	chr7	5.93259171045292
10901	10920	JAX00656401	JAX00157294	20	139862879	140077646	chr7	5.93929262327712
10921	10940	backupUNC070580340	JAX00656483	20	140086625	140265027	chr7	5.08319666333905
10941	10960	JAX00656486	JAX00157321	20	140270508	140452423	chr7	5.1062721116894
10961	10980	JAX00656537	UNC13896836	20	140453296	140654212	chr7	5.1842877391187
10981	11000	UNC13896895	JAX00157344	20	140661446	140733525	chr7	5.26929394035451
11001	11020	UNC13897929	JAX00656624	20	140735997	140883073	chr7	5.26340083855427
11021	11040	JAX00157356	JAX00656652	20	140900016	141042829	chr7	5.31603484770872
11041	11060	UNC13902199	JAX00656696	20	141055987	141269593	chr7	5.4150551804178
11061	11080	UNC13905352	JAX00656723	20	141270358	141360753	chr7	5.44265108438955
11081	11100	JAX00656726	JAX00656754	20	141361902	141473977	chr7	5.36006492605158
11101	11120	UNC13908154	UNC13909617	20	141480149	141593191	chr7	5.35825980575304
11121	11140	UNC13909697	JAX00656808	20	141599238	141678275	chr7	5.35662899154905
11141	11160	UNC13910986	JAX00656829	20	141687698	141773725	chr7	5.35617683369989
11161	11180	UNC13912308	UNC13913953	20	141778033	141876248	chr7	5.35580173901852
11181	11200	UNC070580996	UNC13915533	20	141877172	141962651	chr7	5.69442215601398
11201	11220	UNC13915644	UNC13916935	20	141971083	142038341	chr7	5.55353959227718
11221	11240	JAX00656913	JAX00656950	20	142040127	142087865	chr7	5.54545766631552
11241	11260	JAX00656951	UNC13918751	20	142087928	142167063	chr7	5.54641099035185
11261	11280	JAX00157450	UNC13920790	20	142173431	142315239	chr7	5.54843372812463
11281	11300	JAX00157462	JAX00157476	20	142331681	142495891	chr7	5.55275645074442
11301	11320	JAX00657041	JAX00657090	20	142507543	142775559	chr7	5.56208224907812
11321	11340	JAX00157498	JAX00657125	20	142793402	142978563	chr7	5.55829155301477
11341	11360	JAX00657127	JAX00657148	20	142987451	143102275	chr7	5.56096240010532
11361	11380	JAX00657150	JAX00657191	20	143111534	143326493	chr7	5.57841456790485
11381	11400	UNC13934285	UNC13937014	20	143329679	143517965	chr7	5.71159481140262
11401	11420	UNC13937544	JAX00233523	20	143551373	143702895	chr7	5.78963221025548
11421	11440	JAX00657279	JAX00157583	20	143703172	143938111	chr7	5.75998058740581
11441	11460	JAX00233529	UNC13946483	20	143944540	144156391	chr7	5.76027052853425
11461	11480	JAX00657392	JAX00657440	20	144162479	144297637	chr7	5.60649956438768
11481	11500	UNC13948423	JAX00657470	20	144302264	144385398	chr7	5.60394678803398
11501	11520	JAX00657473	JAX00157627	20	144392946	144534965	chr7	5.60220976518837
11521	11540	JAX00157629	JAX00657531	20	144539952	144741332	chr7	5.57253868957763
11541	11560	UNC13954693	JAX00657569	20	144741503	144918028	chr7	5.50450776332409
11561	11580	JAX00157658	JAX00157667	20	144931558	145059173	chr7	5.5052062436037
11581	11600	JAX00657605	UNC13960991	20	145059495	145138525	chr7	5.48080022881459
11601	11620	JAX00657636	JAX00657672	20	145141299	145235135	chr7	5.42443995444549
11621	11640	JAX00657674	JAX00657708	20	145238075	145383751	chr7	5.42531126387059
11641	11660	JAX00657712	JAX00157698	20	145388807	145458946	chr7	5.4197336890776
11661	11680	JAX00657760	UNC13969108	20	145460999	145541367	chr7	5.53034508434711
11681	11700	JAX00657799	JAX00157711	20	145544370	145653266	chr7	5.5371869513326
11701	11720	JAX00157712	JAX00657868	20	145653937	145786398	chr7	5.58561604108779
11721	11740	JAX00657869	JAX00157733	20	145787582	145924307	chr7	5.58767982507104
11741	11760	UNC13976377	JAX00657939	20	145927761	146089998	chr7	5.83137393109128
11761	11780	UNC13978857	JAX00157758	20	146093654	146253951	chr7	5.82983171910718
11781	11800	JAX00657958	JAX00658001	20	146254030	146347772	chr7	5.8276736326791
11801	11820	JAX00658010	UNC13985672	20	146360818	146525462	chr7	5.6967300380732
11821	11840	JAX00157778	JAX00157801	20	146526441	146825127	chr7	5.81565816402114
11841	11860	JAX00157802	JAX00658149	20	146830920	146995754	chr7	5.84039776184439
11861	11880	JAX00658151	JAX00157831	20	147002776	147232595	chr7	5.72504552114143
11881	11900	UNC13996033	UNC13997515	20	147264061	147356582	chr7	5.67729754915801
11901	11920	UNC13997580	JAX00658243	20	147363005	147486082	chr7	5.65414302320901
11921	11940	JAX00658248	JAX00658296	20	147510623	147822528	chr7	5.6289451779292
11941	11960	UNC14003730	UNC14006672	20	147825029	148059977	chr7	5.59062212861656
11961	11980	JAX00658363	UNC14009121	20	148060428	148265673	chr7	5.60996388572095
11981	12000	JAX00658411	JAX00658453	20	148276979	148554247	chr7	5.6137588370843
12001	12020	JAX00157931	JAX00658491	20	148554988	148784281	chr7	5.61305431483364
12021	12040	JAX00658494	JAX00157965	20	148796034	149034904	chr7	5.61144214756188
12041	12060	UNC14016537	JAX00658600	20	149038427	149295092	chr7	5.61119551483065
12061	12080	UNC14018719	UNC14021917	20	149314889	149540815	chr7	5.62672883479846
12081	12100	JAX00158004	JAX00158022	20	149556901	149798013	chr7	5.6691671786488
12101	12120	JAX00658709	JAX00658739	20	149802514	150005740	chr7	5.66415878156703
12121	12140	UNC14026572	UNC14029100	20	150012707	150274531	chr7	5.57952751802147
12141	12160	JAX00158058	UNC14031604	20	150276439	150552694	chr7	5.56712357727577
12161	12180	JAX00158077	JAX00158098	20	150565771	150834837	chr7	5.60401576497818
12181	12200	JAX00658850	JAX00658879	20	150871372	151031559	chr7	5.60263340145371
12201	12220	JAX00658880	JAX00658914	20	151031846	151245395	chr7	5.59259105994582
12221	12240	JAX00658915	JAX00658954	20	151245748	151344335	chr7	5.58255875749127
12241	12260	JAX00233695	JAX00659001	20	151346172	151454171	chr7	5.50908367281054
12261	12280	UNC14042105	JAX00659044	20	151459487	151601377	chr7	5.39585154589838
12281	12300	JAX00659047	JAX00158171	20	151609156	151797188	chr7	5.27738074573348
12301	12320	JAX00659083	JAX00659110	20	151797550	151915330	chr7	5.28408165716778
12321	12340	UNC14046542	UNC14047962	20	151928089	152114798	chr7	5.24305739064379
12341	12360	UNC14048015	UNC14049452	20	152123432	152294798	chr7	5.23854517982464
12361	12380	JAX00659175	JAX00659216	20	152303463	152463432	chr7	5.2341431471998
1	20	JAX00662862	JAX00158249	20	54470	3325759	chr8	6.11414177588689
21	40	JAX00158250	JAX00659323	20	3332524	3599791	chr8	6.00584674171836
41	60	JAX00659333	JAX00659364	20	3638831	3873961	chr8	5.9812925993197
61	80	JAX00659365	JAX00659414	20	3874210	4235627	chr8	6.0935591702504
81	100	JAX00659417	JAX00659457	20	4238250	4517047	chr8	6.13402802572456
101	120	JAX00659458	UNC14067338	20	4523608	4894413	chr8	6.22808791237676
121	140	JAX00158366	CEAJAX00158407	20	4895942	5462343	chr8	6.19663140198221
141	160	JAX00158408	JAX00158431	20	5466476	5768809	chr8	5.76698008502405
161	180	JAX00659598	JAX00659640	20	5776849	6111730	chr8	5.74092405924982
181	200	JAX00659641	JAX00659680	20	6113112	6369360	chr8	5.76886465907707
201	220	JAX00659681	JAX00659733	20	6370775	6594280	chr8	5.65351492073446
221	240	UNC080026940	JAX00659775	20	6601547	6729162	chr8	5.52983055032344
241	260	JAX00659778	JAX00158527	20	6740046	7058105	chr8	5.53349553561865
261	280	JAX00158529	JAX00158550	20	7069305	7339255	chr8	5.62968760518937
281	300	JAX00659905	JAX00659962	20	7340443	7473407	chr8	5.72347310454255
301	320	JAX00659969	JAX00158575	20	7487703	7689550	chr8	5.84047717786338
321	340	JAX00158576	JAX00158589	20	7689586	7876836	chr8	5.84116851595844
341	360	JAX00158590	JAX00660090	20	7883291	8149380	chr8	5.82080020331869
361	380	UNC14112699	UNC14115350	20	8151957	8339258	chr8	5.89026947721475
381	400	JAX00660150	JAX00660218	20	8341064	8455514	chr8	5.97501909023228
401	420	JAX00660219	UNC14120047	20	8456278	8678915	chr8	5.94622565521826
421	440	JAX00233781	JAX00660309	20	8687158	8930553	chr8	5.87961799825058
441	460	UNC14123726	JAX00660348	20	8939450	9169626	chr8	5.87672418111518
461	480	JAX00660351	UNC14130143	20	9171407	9385360	chr8	5.7942725426761
481	500	JAX00660393	JAX00158717	20	9399760	9581838	chr8	5.77108319237958
501	520	JAX00660441	JAX00660477	20	9588016	9813461	chr8	5.77898316068458
521	540	JAX00660478	JAX00158748	20	9813817	9983698	chr8	5.82717130811649
541	560	UNC14139293	UNC14142175	20	9984929	10171589	chr8	5.88778813848232
561	580	JAX00158761	UNC14146419	20	10180452	10404597	chr8	5.98887696000267
581	600	JAX00660605	JAX00158795	20	10412317	10621866	chr8	5.98939158575101
601	620	JAX00660659	JAX00158812	20	10623568	10858484	chr8	5.98974507158042
621	640	JAX00660703	JAX00660736	20	10866300	11070078	chr8	5.99006569309558
641	660	UNC14156656	JAX00660786	20	11074792	11287781	chr8	6.01326746188011
661	680	JAX00158845	JAX00660835	20	11295240	11414678	chr8	6.01249421600333
681	700	JAX00158856	JAX00660891	20	11414955	11707599	chr8	5.98839665734636
701	720	UNC14165974	JAX00660934	20	11717333	11923919	chr8	5.99115478094632
721	740	JAX00660935	UNC14171240	20	11925040	12109309	chr8	6.10328122492974
741	760	JAX00660974	JAX00661032	20	12120770	12277107	chr8	6.21832527220278
761	780	JAX00661034	JAX00661079	20	12278378	12469244	chr8	6.1250415630329
781	800	JAX00661085	JAX00661135	20	12495937	12679395	chr8	6.07868151522141
801	820	JAX00661146	JAX00661208	20	12715931	12939363	chr8	6.06448820940741
821	840	JAX00661212	UNC080049150	20	12951624	13098523	chr8	6.06461765458096
841	860	JAX00158980	JAX00661308	20	13099225	13290508	chr8	6.0610368507155
861	880	JAX00661310	JAX00661344	20	13295900	13439077	chr8	6.05621097036635
881	900	JAX00661346	JAX00159028	20	13453322	13733600	chr8	6.01893271440697
901	920	UNC14195206	JAX00661476	20	13737231	14168774	chr8	6.27801002652872
921	940	JAX00661477	JAX00159073	20	14172672	14328745	chr8	6.3277035239938
941	960	JAX00661532	UNC14205733	20	14353664	14528134	chr8	6.43158892952813
961	980	JAX00661589	JAX00661620	20	14529846	14625764	chr8	6.46705777205478
981	1000	JAX00661623	JAX00661668	20	14628579	14783795	chr8	6.48125089714076
1001	1020	UNC14209961	JAX00661714	20	14788759	14947285	chr8	6.50149806407506
1021	1040	UNC14212445	JAX00661779	20	14962472	15158736	chr8	6.5992225333039
1041	1060	JAX00661780	JAX00661817	20	15164043	15306721	chr8	6.63832662428024
1061	1080	UNC14220144	JAX00661853	20	15343495	15549546	chr8	6.67489198720211
1081	1100	JAX00159168	UNC14226139	20	15566490	15726535	chr8	6.71104675800474
1101	1120	JAX00661907	JAX00661944	20	15728303	15914852	chr8	6.74815206669197
1121	1140	JAX00661946	JAX00662007	20	15918887	16050574	chr8	6.77781358089017
1141	1160	JAX00159202	UNC14235532	20	16051456	16233576	chr8	6.80124307677639
1161	1180	JAX00662037	JAX00159226	20	16235704	16374543	chr8	6.84293071133168
1181	1200	JAX00159227	JAX00662119	20	16376672	16537631	chr8	6.8709442012188
1201	1220	JAX00662123	JAX00159250	20	16539270	16688675	chr8	6.85567672816714
1221	1240	JAX00662171	UNC14247821	20	16720353	16892163	chr8	6.64028539197194
1241	1260	JAX00159266	CEAJAX00159276	20	16896087	17037940	chr8	6.62871234488598
1261	1280	UNC14250628	JAX00662313	20	17048591	17211619	chr8	6.59979337796041
1281	1300	backupUNC080772544	JAX00662354	20	17222546	17332659	chr8	6.35835410135722
1301	1320	JAX00662355	JAX00662401	20	17333382	17456548	chr8	6.35694984198684
1321	1340	JAX00662402	UNC14260408	20	17458919	17660874	chr8	6.2395048718023
1341	1360	JAX00662446	JAX00662479	20	17672613	17864505	chr8	6.10730588095593
1361	1380	JAX00662480	JAX00159354	20	17873655	18062423	chr8	6.19881734189775
1381	1400	JAX00159356	JAX00662537	20	18081599	18241633	chr8	6.24549243387772
1401	1420	UNC14269211	JAX00159382	20	18244117	18442015	chr8	6.27477951667267
1421	1440	UNC14272674	JAX00662627	20	18443195	18727935	chr8	6.70511280840508
1441	1460	JAX00234026	JAX00662681	20	18791430	19026038	chr8	7.14951471113268
1461	1480	JAX00662683	JAX00662739	20	19026403	19298992	chr8	7.39885673819931
1481	1500	JAX00662746	JAX00662953	20	19323381	22905627	chr8	7.50234877468329
1501	1520	JAX00662955	UNC14293593	20	22908760	23137993	chr8	7.01317876248525
1521	1540	JAX00662995	JAX00663033	20	23158258	23338844	chr8	6.78442604040333
1541	1560	JAX00159603	JAX00159623	20	23339120	23624045	chr8	6.79420846235431
1561	1580	UNC14301531	JAX00159649	20	23654199	23935004	chr8	6.80706162522113
1581	1600	UNC14305713	JAX00159659	20	23983316	24095987	chr8	6.82552262191414
1601	1620	JAX00663143	UNC14309708	20	24101893	24325738	chr8	6.82442679630912
1621	1640	JAX00159677	JAX00159693	20	24332551	24543972	chr8	6.82352093661555
1641	1660	UNC14313038	JAX00663287	20	24546982	24705821	chr8	6.83922255570399
1661	1680	JAX00159706	JAX00663326	20	24712034	24818995	chr8	6.65025261167964
1681	1700	JAX00159716	UNC14320772	20	24856072	25068706	chr8	7.16694273958618
1701	1720	JAX00159734	JAX00663429	20	25086577	25350682	chr8	7.21320423577171
1721	1740	JAX00663431	JAX00663478	20	25357774	25562809	chr8	7.53956093894212
1741	1760	JAX00159770	JAX00159783	20	25581421	25741622	chr8	7.43439275707051
1761	1780	JAX00663523	JAX00663564	20	25760839	26053490	chr8	6.70583192539731
1781	1800	JAX00663568	UNC14337122	20	26056010	26293182	chr8	6.76683458093006
1801	1820	UNC14337730	JAX00663646	20	26336577	26601962	chr8	6.75678568176124
1821	1840	UNC14342136	JAX00663691	20	26616159	26893522	chr8	7.37583056310653
1841	1860	JAX00159870	JAX00159892	20	26899826	27181610	chr8	7.2991786411805
1861	1880	JAX00663742	JAX00663785	20	27196652	27428770	chr8	7.30952453263409
1881	1900	JAX00663788	JAX00159925	20	27432749	27642511	chr8	7.27845970225048
1901	1920	UNC14355985	JAX00663875	20	27667180	27819672	chr8	7.25714629562853
1921	1940	JAX00663876	JAX00663903	20	27820163	28025971	chr8	7.16478567433141
1941	1960	JAX00663904	JAX00663933	20	28048285	28227511	chr8	7.09868676718037
1961	1980	JAX00663940	UNC14367766	20	28236253	28527623	chr8	7.09449961374341
1981	2000	JAX00159993	JAX00664049	20	28543333	28707166	chr8	7.32788539842525
2001	2020	UNC14370812	UNC14373428	20	28720322	28893949	chr8	7.52048980138518
2021	2040	JAX00664082	UNC14375689	20	28894830	29042593	chr8	7.52512996606836
2041	2060	UNC14375949	JAX00664135	20	29059140	29255206	chr8	7.35096240067337
2061	2080	JAX00234202	JAX00664194	20	29262335	29570862	chr8	7.02581118573951
2081	2100	JAX00160071	JAX00664234	20	29596173	29765758	chr8	6.870937097159
2101	2120	UNC14384262	UNC14386858	20	29776289	29953597	chr8	6.63257936267953
2121	2140	JAX00664281	JAX00664318	20	29969073	30222149	chr8	6.6140189323726
2141	2160	UNC14390998	UNC14394998	20	30230948	30482051	chr8	6.58809518759707
2161	2180	JAX00160139	JAX00160154	20	30485893	30708270	chr8	6.85132425435418
2181	2200	JAX00664391	JAX00664414	20	30711286	30943604	chr8	7.07987418509521
2201	2220	JAX00160174	JAX00160192	20	30949007	31198434	chr8	7.07626219005075
2221	2240	JAX00664440	JAX00160212	20	31198455	31467966	chr8	6.68032414707159
2241	2260	JAX00160213	JAX00160226	20	31470183	31660853	chr8	6.64832991275769
2261	2280	JAX00664506	JAX00160243	20	31660930	31878946	chr8	6.61475669618129
2281	2300	JAX00160246	JAX00664618	20	31908541	32125223	chr8	6.50965556482405
2301	2320	JAX00664619	JAX00664670	20	32126466	32312081	chr8	6.53205013946542
2321	2340	backupUNC080101928	JAX00664700	20	32345954	32483559	chr8	6.25462386458477
2341	2360	JAX00160290	JAX00160302	20	32492034	32677452	chr8	6.2399461710201
2361	2380	JAX00160304	UNC14431808	20	32697346	32845720	chr8	6.21836733297788
2381	2400	JAX00664787	UNC14433856	20	32849068	32973932	chr8	6.31494659529054
2401	2420	UNC14433996	UNC14435486	20	32982214	33071312	chr8	6.30693889869585
2421	2440	UNC14435701	UNC14437125	20	33082401	33165206	chr8	6.2087462526554
2441	2460	JAX00160340	UNC14438341	20	33169314	33249149	chr8	5.82145846964508
2461	2480	JAX00160346	UNC14440776	20	33262966	33409970	chr8	5.76782637104125
2481	2500	JAX00664921	JAX00160370	20	33410702	33579829	chr8	5.7808243770497
2501	2520	JAX00160372	JAX00160384	20	33583465	33758754	chr8	5.78302431875611
2521	2540	JAX00160385	JAX00665017	20	33768442	33905838	chr8	5.76732076784765
2541	2560	JAX00665021	JAX00665064	20	33926207	34079904	chr8	5.61402123432683
2561	2580	JAX00665068	JAX00665099	20	34083813	34253024	chr8	5.6088984626791
2581	2600	UNC14454649	JAX00665147	20	34253657	34410668	chr8	5.58377730636144
2601	2620	JAX00160435	UNC14459926	20	34420763	34610099	chr8	5.39197780518447
