from	to	from.marker	to.marker	width	from.bp	to.bp	chromosome	logP	pointwise.permute.pval	genomewide.permute.pval
901	920	JAX00325898	UNC20644706	20	12458361	12620209	chr12	0.114418481947756	0.85	1.005
921	940	JAX00033331	JAX00033342	20	12635235	12766901	chr12	0.625972025481704	0.25	1.005
941	960	JAX00325984	JAX00326058	20	12783944	12944655	chr12	0.636271476852515	0.225	1.005
961	980	JAX00326059	JAX00326083	20	12944931	13024269	chr12	0.642641435757677	0.225	1.005
981	1000	JAX00033363	JAX00326137	20	13050433	13197473	chr12	0.645691382195124	0.22	1.005
1001	1020	JAX00326140	JAX00033386	20	13198672	13358908	chr12	0.68127423091895	0.19	1.005
1021	1040	JAX00033387	JAX00326222	20	13359309	13588017	chr12	0.755867631068643	0.16	1.005
1041	1060	JAX00326223	JAX00326288	20	13589240	13879202	chr12	0.756391942708979	0.16	1.005
1061	1080	JAX00033425	JAX00326320	20	13889171	14118517	chr12	0.769123879726566	0.15	1.005
1081	1100	JAX00326321	JAX00033449	20	14118590	14200081	chr12	0.814070865519843	0.145	1.005
1101	1120	JAX00326355	JAX00033467	20	14203957	14440092	chr12	0.814589836550506	0.145	1.005
1121	1140	JAX00326396	backupUNC120679525	20	14467001	14775244	chr12	0.859299155744821	0.125	1.005
1141	1160	JAX00326439	JAX00326488	20	14810468	14990067	chr12	0.896180256644457	0.11	1.005
1161	1180	JAX00326490	JAX00326527	20	14990700	15193844	chr12	0.888542540210857	0.13	1.005
1181	1200	JAX00326533	JAX00326571	20	15206285	15354307	chr12	0.884003991856082	0.13	1.005
1201	1220	JAX00033537	JAX00326605	20	15377266	15584950	chr12	0.884905454563803	0.125	1.005
1221	1240	JAX00326612	UNC20688345	20	15596016	15750355	chr12	0.885476639198946	0.12	1.005
1241	1260	JAX00033565	JAX00326680	20	15752983	15859993	chr12	0.885442123069387	0.12	1.005
1261	1280	JAX00033575	UNC20691342	20	15882704	16029932	chr12	0.879865018667849	0.125	1.005
1281	1300	JAX00326712	JAX00326737	20	16031701	16158036	chr12	0.876408350229072	0.115	1.005
1301	1320	JAX00033596	UNC20694349	20	16161233	16236816	chr12	0.875564545165833	0.115	1.005
1321	1340	UNC20694658	UNC20696798	20	16256441	16388133	chr12	0.874515728541369	0.115	1.005
1341	1360	JAX00033613	UNC20699467	20	16401848	16544578	chr12	0.873337199784548	0.115	1.005
1361	1380	JAX00326847	UNC20701278	20	16547915	16667022	chr12	0.808958346243128	0.135	1.005
1381	1400	JAX00033634	JAX00033644	20	16674208	16804298	chr12	0.777493977435135	0.155	1.005
1401	1420	JAX00326930	UNC20705271	20	16824296	16936105	chr12	0.754110011912464	0.17	1.005
1421	1440	JAX00326987	UNC20706640	20	16936815	17044625	chr12	0.737429593078419	0.18	1.005
1441	1460	JAX00327027	JAX00327074	20	17047872	17140956	chr12	0.636137801445332	0.205	1.005
1461	1480	JAX00327075	JAX00033678	20	17141607	17255986	chr12	0.608527246321618	0.22	1.005
1481	1500	JAX00327128	JAX00327171	20	17282962	17349481	chr12	0.61599083583764	0.21	1.005
1501	1520	JAX00327175	JAX00033702	20	17376636	17561024	chr12	0.681191221622082	0.19	1.005
1521	1540	JAX00327224	JAX00327274	20	17563986	17684542	chr12	0.680936596590177	0.19	1.005
1541	1560	JAX00033710	JAX00033825	20	17684579	19894071	chr12	0.678305389442767	0.195	1.005
1561	1580	JAX00327438	JAX00327557	20	19917124	21385709	chr12	0.718881624031061	0.175	1.005
1581	1600	JAX00033918	JAX00327658	20	21386689	25236038	chr12	0.674812389656225	0.19	1.005
1601	1620	JAX00327660	JAX00327707	20	25236239	25409478	chr12	0.359311086857549	0.435	1.005
1621	1640	JAX00327709	JAX00327802	20	25414576	25602328	chr12	0.0576373697606365	0.925	1.005
1641	1660	JAX00327809	JAX00327873	20	25629985	25818986	chr12	0.0611635428164819	0.915	1.005
1661	1680	UNC_rs29214434	UNC20743382	20	25827570	25960555	chr12	0.0825666373969599	0.88	1.005
1681	1700	JAX00034098	JAX00327958	20	25962172	26001465	chr12	0.0882302314244391	0.87	1.005
1701	1720	JAX00327961	UNC20745917	20	26003480	26128894	chr12	0.0970641753380686	0.835	1.005
1721	1740	JAX00327986	UNC20747501	20	26131650	26225271	chr12	0.113392297778888	0.785	1.005
1741	1760	JAX00328033	JAX00328063	20	26228751	26292538	chr12	0.121706225052692	0.775	1.005
1761	1780	UNC20748305	UNC20749783	20	26294357	26384686	chr12	0.122801129254546	0.76	1.005
1781	1800	JAX00328120	JAX00328149	20	26390958	26491395	chr12	0.0650620621131857	0.86	1.005
1801	1820	JAX00034138	UNC20753110	20	26491537	26604939	chr12	0.0485357585156646	0.89	1.005
1821	1840	JAX00328177	UNC20755434	20	26618934	26758016	chr12	0.0488380755163122	0.89	1.005
1841	1860	JAX00328203	JAX00328234	20	26762494	26909284	chr12	0.0743587490406926	0.845	1.005
1861	1880	JAX00328241	JAX00034184	20	26940412	27105558	chr12	0.178667304193749	0.69	1.005
1881	1900	JAX00328305	JAX00328350	20	27126099	27246965	chr12	0.217717784165181	0.625	1.005
1901	1920	JAX00034196	UNC20766439	20	27274430	27383941	chr12	0.217770912539819	0.625	1.005
1921	1940	UNC20766495	JAX00328389	20	27388972	27477045	chr12	0.21781608292709	0.62	1.005
1941	1960	JAX00328391	JAX00328440	20	27483015	27589843	chr12	0.217755574122619	0.62	1.005
1961	1980	JAX00328441	JAX00328489	20	27604569	27770879	chr12	0.217677396076503	0.62	1.005
1981	2000	JAX00328493	JAX00034254	20	27774812	28038209	chr12	0.217495064085714	0.62	1.005
2001	2020	JAX00328545	JAX00034266	20	28043844	28197685	chr12	0.21632494854316	0.63	1.005
2021	2040	JAX00034267	JAX00034278	20	28198394	28349039	chr12	0.212220866672212	0.605	1.005
2041	2060	UNC20779317	UNC20782376	20	28355023	28536504	chr12	0.175619120751654	0.675	1.005
2061	2080	JAX00034292	JAX00034302	20	28547125	28665584	chr12	0.120006893870551	0.775	1.005
2081	2100	JAX00034303	JAX00328710	20	28679303	28821379	chr12	0.111949024007972	0.8	1.005
2101	2120	UNC20786069	JAX00328731	20	28824546	28985270	chr12	0.107974814552743	0.81	1.005
2121	2140	JAX00328733	UNC20790205	20	28988241	29148844	chr12	0.136477634729399	0.765	1.005
2141	2160	JAX00034337	JAX00328787	20	29149252	29261894	chr12	0.176449459355241	0.705	1.005
2161	2180	JAX00034346	UNC20794618	20	29263188	29431675	chr12	0.177090281122029	0.705	1.005
2181	2200	JAX00328834	JAX00328864	20	29432477	29536232	chr12	0.177459293881308	0.705	1.005
2201	2220	JAX00328866	JAX00328898	20	29540000	29655144	chr12	0.171660590458423	0.72	1.005
2221	2240	JAX00328901	JAX00328935	20	29658705	29767613	chr12	0.167282874894276	0.72	1.005
2241	2260	UNC20800451	UNC20802117	20	29767765	29873062	chr12	0.166860134548609	0.725	1.005
2261	2280	JAX00328967	JAX00328991	20	29876766	29985096	chr12	0.156963256787055	0.74	1.005
2281	2300	JAX00034400	JAX00329026	20	29985777	30183024	chr12	0.11607974170671	0.78	1.005
2301	2320	JAX00329028	UNC20809071	20	30196620	30360384	chr12	0.140788295075873	0.755	1.005
2321	2340	JAX00329074	JAX00329106	20	30361477	30460618	chr12	0.194683835731295	0.7	1.005
2341	2360	UNC20810855	JAX00329148	20	30463193	30597174	chr12	0.251096561169202	0.6	1.005
2361	2380	JAX00034446	JAX00329202	20	30597844	30740827	chr12	0.25073302610577	0.6	1.005
2381	2400	JAX00329205	UNC20817825	20	30744446	30905211	chr12	0.250225086649589	0.59	1.005
2401	2420	UNC20818326	JAX00329289	20	30933080	31077258	chr12	0.255038833519126	0.57	1.005
2421	2440	JAX00329290	JAX00329334	20	31077338	31204070	chr12	0.24806112889591	0.605	1.005
2441	2460	UNC120095355	UNC20825770	20	31212043	31347187	chr12	0.23325197049086	0.66	1.005
2461	2480	JAX00329374	JAX00329410	20	31349444	31498161	chr12	0.234168389621567	0.66	1.005
2481	2500	JAX00329411	JAX00034527	20	31498531	31675123	chr12	0.235144000378984	0.66	1.005
2501	2520	UNC20830278	JAX00329480	20	31698334	31944398	chr12	0.250460194111379	0.655	1.005
2521	2540	JAX00329481	JAX00329533	20	31947522	32281572	chr12	0.336711570181595	0.5	1.005
2541	2560	JAX00034571	UNC20840265	20	32287152	32503717	chr12	0.370332428433194	0.465	1.005
2561	2580	JAX00034590	JAX00034601	20	32521197	32671127	chr12	0.365255874395876	0.465	1.005
2581	2600	JAX00329583	JAX00329619	20	32672894	32901805	chr12	0.365296607892531	0.465	1.005
2601	2620	JAX00329624	JAX00329650	20	32931350	33156097	chr12	0.366310557443134	0.46	1.005
2621	2640	JAX00329652	JAX00034659	20	33165342	33448949	chr12	0.352910596062475	0.49	1.005
2641	2660	JAX00034660	JAX00329753	20	33452323	33680097	chr12	0.348134246425267	0.485	1.005
2661	2680	JAX00329756	JAX00329799	20	33689149	33819038	chr12	0.349602087654831	0.485	1.005
2681	2700	JAX00329800	UNC20860471	20	33820274	33943548	chr12	0.28877175060592	0.56	1.005
2701	2720	JAX00329835	UNC20861937	20	33949000	34054248	chr12	0.230597115602611	0.65	1.005
2721	2740	UNC20861943	JAX00034712	20	34055438	34154276	chr12	0.244744892637158	0.61	1.005
2741	2760	UNC20862964	JAX00329919	20	34161653	34399918	chr12	0.244934465563066	0.61	1.005
2761	2780	UNC20865705	JAX00329945	20	34407217	34534394	chr12	0.245015310665629	0.61	1.005
2781	2800	JAX00034740	JAX00330011	20	34557687	34690749	chr12	0.245108286350253	0.61	1.005
2801	2820	JAX00330012	JAX00330060	20	34690873	34879148	chr12	0.259232708277997	0.61	1.005
2821	2840	JAX00330062	JAX00330107	20	34890781	35032160	chr12	0.274284285510651	0.605	1.005
2841	2860	JAX00330110	JAX00330166	20	35053530	35197835	chr12	0.274628418066589	0.605	1.005
2861	2880	JAX00034789	JAX00330219	20	35197879	35409387	chr12	0.273639067361239	0.605	1.005
2881	2900	JAX00330222	JAX00034813	20	35414355	35528236	chr12	0.27548559525739	0.59	1.005
2901	2920	UNC20878100	JAX00330303	20	35534992	35711636	chr12	0.281660471892249	0.57	1.005
2921	2940	JAX00330310	JAX00330346	20	35723872	35852528	chr12	0.286579607624828	0.57	1.005
2941	2960	JAX00330347	JAX00330389	20	35852613	36046150	chr12	0.287159300391821	0.57	1.005
2961	2980	JAX00034851	JAX00034867	20	36046879	36238311	chr12	0.288024651130321	0.565	1.005
2981	3000	UNC20888428	UNC20891977	20	36242537	36550054	chr12	0.300206188236886	0.525	1.005
3001	3020	JAX00187672	JAX00330544	20	36598954	36792129	chr12	0.337161317376233	0.495	1.005
3021	3040	UNC20896681	JAX00330586	20	36801757	37005349	chr12	0.334302507407526	0.5	1.005
3041	3060	UNC20899883	JAX00330617	20	37022715	37202736	chr12	0.334098843399588	0.505	1.005
3061	3080	JAX00034930	JAX00034945	20	37203067	37403392	chr12	0.333963481496903	0.505	1.005
3081	3100	JAX00330654	JAX00330695	20	37416421	37606785	chr12	0.333077369967776	0.5	1.005
3101	3120	JAX00330697	JAX00330767	20	37607115	37999677	chr12	0.33029722291766	0.495	1.005
3121	3140	JAX00330769	JAX00035007	20	38000497	38230863	chr12	0.348984760170254	0.45	1.005
3141	3160	JAX00035008	JAX00330857	20	38233279	38471074	chr12	0.340535301531832	0.45	1.005
3161	3180	JAX00330859	JAX00330908	20	38471307	38699104	chr12	0.340171819327029	0.45	1.005
3181	3200	JAX00330915	JAX00330971	20	38728851	39037868	chr12	0.335881121663706	0.46	1.005
3201	3220	JAX00330974	JAX00331022	20	39052986	39343340	chr12	0.34178269979572	0.47	1.005
3221	3240	JAX00331025	UNC20934810	20	39346341	39614799	chr12	0.353268393872905	0.455	1.005
3241	3260	JAX00331071	JAX00035129	20	39629725	39834036	chr12	0.362530740861687	0.445	1.005
3261	3280	JAX00035130	JAX00331137	20	39864243	39974385	chr12	0.847629265481572	0.14	1.005
3281	3300	UNC20939397	JAX00331174	20	39975074	40215302	chr12	0.989235029284388	0.09	1.005
3301	3320	JAX00331175	JAX00331202	20	40215369	40373179	chr12	1.00246881302136	0.085	1.005
3321	3340	JAX00331204	UNC20948786	20	40373729	40596837	chr12	0.940774407704976	0.11	1.005
3341	3360	JAX00331234	UNC20951987	20	40620888	40825063	chr12	1.07995178496795	0.06	1.005
3361	3380	UNC20952722	JAX00035222	20	40880992	41067645	chr12	1.12045577409155	0.06	1.005
3381	3400	JAX00331304	JAX00035231	20	41073348	41207983	chr12	1.16146641091191	0.055	1.005
3401	3420	JAX00035232	UNC20959757	20	41217945	41392862	chr12	0.937342756050567	0.095	1.005
3421	3440	JAX00331429	JAX00331478	20	41399536	41612471	chr12	0.888364422070196	0.12	1.005
3441	3460	UNC120289898	JAX00331524	20	41627412	41819005	chr12	1.03489133930328	0.07	1.005
3461	3480	JAX00331527	JAX00331568	20	41819876	41921128	chr12	1.09135118264724	0.065	1.005
3481	3500	UNC20968668	JAX00035299	20	41939177	42128491	chr12	1.09956840600677	0.065	1.005
3501	3520	JAX00200199	JAX00331658	20	42135699	42723617	chr12	1.0611674628814	0.07	1.005
3521	3540	JAX00331659	JAX00187679	20	42731552	42897258	chr12	1.02265883840277	0.08	1.005
3541	3560	UNC120119227	JAX00331723	20	42900417	43087296	chr12	1.03153650761954	0.065	1.005
3561	3580	JAX00035344	JAX00331754	20	43089879	43272775	chr12	1.03179141247078	0.065	1.005
3581	3600	JAX00331755	JAX00331800	20	43274055	43497916	chr12	1.03164568961728	0.07	1.005
3601	3620	JAX00035376	JAX00331850	20	43525711	43801632	chr12	1.04131549045446	0.07	1.005
3621	3640	JAX00035401	JAX00035425	20	43848439	44184764	chr12	1.04086193148122	0.07	1.005
3641	3660	JAX00035426	JAX00331955	20	44184828	44342646	chr12	1.0581754381584	0.075	1.005
3661	3680	JAX00035437	JAX00035472	20	44344656	44801853	chr12	1.11000949117473	0.055	1.005
3681	3700	JAX00200245	UNC21004208	20	44841735	45049542	chr12	1.17074686191217	0.055	1.005
3701	3720	JAX00035491	JAX00332115	20	45049852	45236746	chr12	1.19260494672731	0.07	1.005
3721	3740	UNC21006505	UNC21007482	20	45248454	45328230	chr12	1.1570149234451	0.06	1.005
3741	3760	JAX00332147	JAX00332193	20	45328509	45466118	chr12	1.04642773289192	0.08	1.005
3761	3780	UNC21009318	JAX00332246	20	45480826	45617471	chr12	0.932503299607222	0.095	1.005
3781	3800	JAX00200263	UNC21014176	20	45620304	45732788	chr12	0.921004761524594	0.095	1.005
3801	3820	JAX00332291	JAX00035550	20	45740012	45831160	chr12	0.920764216511182	0.095	1.005
3821	3840	UNC21015358	JAX00332356	20	45839462	46023617	chr12	0.920880507192212	0.095	1.005
3841	3860	JAX00332357	UNC21021209	20	46029488	46153722	chr12	0.920410675877802	0.095	1.005
3861	3880	JAX00332397	JAX00035586	20	46153893	46328726	chr12	0.920379504803798	0.095	1.005
3881	3900	JAX00332459	JAX00035609	20	46329767	46615739	chr12	0.651276195907569	0.23	1.005
3901	3920	JAX00332514	JAX00332566	20	46630726	46816958	chr12	0.711066186137984	0.18	1.005
3921	3940	backupUNC120818409	UNC21036689	20	46820948	47216751	chr12	0.846245668603791	0.13	1.005
3941	3960	JAX00332626	UNC21039766	20	47219680	47473678	chr12	0.847428769843645	0.13	1.005
3961	3980	JAX00035673	JAX00332707	20	47478545	47683225	chr12	0.814874667880679	0.135	1.005
3981	4000	JAX00035690	JAX00332751	20	47686915	47808373	chr12	0.74687949968682	0.175	1.005
4001	4020	JAX00332752	JAX00332786	20	47810358	47967354	chr12	0.737612141698783	0.18	1.005
4021	4040	JAX00332791	JAX00332831	20	47986661	48205137	chr12	0.737352260444582	0.18	1.005
4041	4060	JAX00332832	JAX00332869	20	48205258	48392363	chr12	0.737008292401404	0.18	1.005
4061	4080	JAX00332870	JAX00035768	20	48392693	48726667	chr12	0.736683750724036	0.18	1.005
4081	4100	JAX00332910	JAX00035803	20	48729303	49213445	chr12	0.755452257756003	0.15	1.005
4101	4120	UNC21063012	UNC21068915	20	49270851	49756557	chr12	0.850439077439565	0.12	1.005
4121	4140	JAX00035850	backupJAX00200366	20	49842885	50275459	chr12	0.868258639357256	0.11	1.005
4141	4160	JAX00333074	JAX00333117	20	50291657	50697203	chr12	0.874905009772257	0.105	1.005
4161	4180	JAX00333118	JAX00333158	20	50697567	51014029	chr12	0.847895152749101	0.105	1.005
4181	4200	UNC21082358	UNC21085046	20	51028639	51353485	chr12	0.833804773056726	0.115	1.005
4201	4220	JAX00035966	JAX00035987	20	51364246	51602977	chr12	0.878872423706221	0.105	1.005
4221	4240	JAX00333235	JAX00036001	20	51616143	51808785	chr12	0.902465941337559	0.105	1.005
4241	4260	JAX00333274	JAX00333324	20	51831743	52043836	chr12	0.897756442971603	0.105	1.005
4261	4280	JAX00333329	JAX00036037	20	52061763	52289709	chr12	0.881113793600277	0.1	1.005
4281	4300	JAX00036038	JAX00333433	20	52292765	52541352	chr12	0.879753941301918	0.1	1.005
4301	4320	JAX00333438	JAX00333488	20	52585206	52857975	chr12	0.880943589483098	0.105	1.005
4321	4340	JAX00333490	JAX00333537	20	52864967	53051068	chr12	0.881609989318964	0.105	1.005
4341	4360	UNC21107899	JAX00333600	20	53092610	53394727	chr12	0.867193231070031	0.115	1.005
4361	4380	JAX00333602	JAX00333656	20	53401247	53539065	chr12	0.807477643304516	0.145	1.005
4381	4400	JAX00036133	JAX00036141	20	53545918	53673157	chr12	0.805069827387271	0.145	1.005
4401	4420	UNC21114156	JAX00333757	20	53673353	53801873	chr12	0.805030487795142	0.145	1.005
4421	4440	JAX00333764	JAX00036171	20	53813608	54059998	chr12	0.804822934889675	0.145	1.005
4441	4460	UNC21120697	JAX00333857	20	54060209	54224713	chr12	0.804926259738418	0.145	1.005
4461	4480	JAX00333858	JAX00333913	20	54224771	54475548	chr12	0.804762148174138	0.145	1.005
4481	4500	UNC21125225	JAX00333952	20	54475601	54576639	chr12	0.804977225140601	0.145	1.005
4501	4520	JAX00333954	JAX00333996	20	54577567	54677459	chr12	0.815923222268924	0.135	1.005
4521	4540	UNC21128322	JAX00334039	20	54681180	54792189	chr12	0.882406443652421	0.11	1.005
4541	4560	JAX00334044	JAX00334092	20	54805133	54980834	chr12	0.88291743694299	0.11	1.005
4561	4580	JAX00334093	JAX00334135	20	54981774	55107056	chr12	0.883629147202134	0.11	1.005
4581	4600	JAX00334137	JAX00334173	20	55107482	55218997	chr12	0.889724559924492	0.11	1.005
4601	4620	JAX00334174	UNC21138046	20	55222944	55342656	chr12	1.03534435825961	0.095	1.005
4621	4640	UNC21138329	JAX00334248	20	55365124	55507427	chr12	1.03562222103227	0.095	1.005
4641	4660	UNC21140473	JAX00334285	20	55518233	55710561	chr12	1.03545729972297	0.095	1.005
4661	4680	JAX00334286	JAX00334312	20	55710648	55929389	chr12	0.844326551870061	0.145	1.005
4681	4700	JAX00334315	JAX00334372	20	55936290	56131094	chr12	0.69233801915705	0.225	1.005
4701	4720	JAX00334373	JAX00334425	20	56137711	56556372	chr12	0.755419811023022	0.195	1.005
4721	4740	UNC21151474	JAX00334460	20	56557357	56785549	chr12	0.702872250935676	0.225	1.005
4741	4760	JAX00334461	JAX00334492	20	56785632	57056820	chr12	0.772666642837664	0.2	1.005
4761	4780	JAX00334496	UNC21160203	20	57076188	57326429	chr12	0.746804075603509	0.225	1.005
4781	4800	JAX00334524	JAX00334569	20	57340421	57559019	chr12	0.810221274027944	0.17	1.005
4801	4820	JAX00334572	JAX00334623	20	57573522	57823697	chr12	0.752603613492757	0.19	1.005
4821	4840	JAX00334624	JAX00200472	20	57823844	57993387	chr12	0.708880230505938	0.225	1.005
4841	4860	JAX00036453	JAX00036468	20	57995891	58211368	chr12	0.639506940157989	0.25	1.005
4861	4880	JAX00036473	JAX00036485	20	58240668	58404428	chr12	0.56864833368238	0.32	1.005
4881	4900	JAX00334726	JAX00036501	20	58425227	58638376	chr12	0.560722621010819	0.32	1.005
4901	4920	UNC21178055	JAX00334794	20	58647528	58925194	chr12	0.526930310523509	0.345	1.005
4921	4940	JAX00334796	UNC21182482	20	58932408	59055588	chr12	0.525987836456157	0.345	1.005
4941	4960	JAX00036533	JAX00036554	20	59057122	59308999	chr12	0.524760880516744	0.345	1.005
4961	4980	UNC21185962	JAX00334890	20	59324769	59499386	chr12	0.429429876065732	0.44	1.005
4981	5000	JAX00036567	JAX00334923	20	59506246	59710456	chr12	0.384377289223783	0.495	1.005
5001	5020	JAX00334924	JAX00334969	20	59710746	59867218	chr12	0.378874223304577	0.47	1.005
5021	5040	JAX00036596	UNC21194762	20	59896448	60005339	chr12	0.424167028595273	0.41	1.005
5041	5060	UNC21194874	JAX00335008	20	60012277	60092302	chr12	0.585641861709372	0.27	1.005
5061	5080	UNC21195971	UNC21197775	20	60092680	60238619	chr12	0.602654190769873	0.25	1.005
5081	5100	JAX00036623	JAX00036643	20	60246357	60521882	chr12	0.621313803324525	0.25	1.005
5101	5120	JAX00335087	JAX00335130	20	60522461	60677617	chr12	0.637155022267725	0.235	1.005
5121	5140	JAX00335131	JAX00335168	20	60677957	60814162	chr12	0.649110895372413	0.225	1.005
5141	5160	JAX00036666	JAX00036677	20	60843675	60970548	chr12	0.680382698229218	0.22	1.005
5161	5180	JAX00335220	JAX00187703	20	60996270	61300187	chr12	0.935371906447561	0.115	1.005
5181	5200	JAX00335272	UNC21216620	20	61362841	61621173	chr12	1.11799590879893	0.08	1.005
5201	5220	JAX00335309	JAX00335362	20	61625387	61951051	chr12	1.09613456481159	0.085	1.005
5221	5240	JAX00335363	JAX00335416	20	61951083	62248733	chr12	1.10330939181144	0.085	1.005
